*Node
      1,   5.05000019,   31.1499996
      2,   5.05000019,   33.6499977
      3,   7.05000019,   33.6499977
      4,   7.05000019,   31.1499996
      5,   5.05000019,   11.1499987
      6,   5.05000019,   13.6499987
      7,   7.05000019,   13.6499987
      8,   7.05000019,   11.1499987
      9,   12.6000004,           0.
     10,   12.6000004,         32.5
     11,   12.6000004,          47.
     12,           0.,          47.
     13,           0.,          44.
     14,           0.,           0.
     15,   5.04500008,   1.14999998
     16,   5.04500008,    3.6500001
     17,   7.04500008,    3.6500001
     18,   7.04500008,   1.14999998
     19,   5.05000019,   21.1499996
     20,   5.05000019,   23.6499996
     21,   7.05000019,   23.6499996
     22,   7.05000019,   21.1499996
     23,   5.05000019,   41.1500015
     24,   5.05000019,   43.6500015
     25,   7.05000019,   43.6500015
     26,   7.05000019,   41.1500015
     27,    36.948513,           0.
     28,   5.05000019,   32.3999977
     29,   5.35456896,   34.3355103
     30,   6.05000019,   34.6166954
     31,   6.74543095,   34.3355103
     32,   7.05000019,   32.3999977
     33,   5.05000019,   12.3999987
     34,   5.63137102,   14.2525005
     35,   6.46862888,   14.2525005
     36,   7.05000019,   12.3999987
     37,   12.6000004,   1.47727275
     38,   12.6000004,    2.9545455
     39,   12.6000004,   4.43181801
     40,   12.6000004,     5.909091
     41,   12.6000004,   7.38636351
     42,   12.6000004,   8.86363602
     43,   12.6000004,    10.340909
     44,   12.6000004,    11.818182
     45,   12.6000004,    13.295455
     46,   12.6000004,    14.772727
     47,   12.6000004,        16.25
     48,   12.6000004,    17.727272
     49,   12.6000004,    19.204546
     50,   12.6000004,    20.681818
     51,   12.6000004,     22.15909
     52,   12.6000004,    23.636364
     53,   12.6000004,    25.113636
     54,   12.6000004,     26.59091
     55,   12.6000004,    28.068182
     56,   12.6000004,    29.545454
     57,   12.6000004,    31.022728
     58,   12.6000004,   33.9500008
     59,   12.6000004,   35.4000015
     60,   12.6000004,   36.8499985
     61,   12.6000004,   38.2999992
     62,   12.6000004,        39.75
     63,   12.6000004,   41.2000008
     64,   12.6000004,   42.6500015
     65,   12.6000004,   44.0999985
     66,   12.6000004,   45.5499992
     67,   11.0249996,          47.
     68,   9.44999981,          47.
     69,        7.875,          47.
     70,   6.30000019,          47.
     71,    4.7249999,          47.
     72,    3.1500001,          47.
     73,   1.57500005,          47.
     74,           0.,         45.5
     75,           0.,   42.4827576
     76,           0.,    40.965519
     77,           0.,   39.4482765
     78,           0.,   37.9310341
     79,           0.,   36.4137917
     80,           0.,    34.896553
     81,           0.,   33.3793106
     82,           0.,   31.8620682
     83,           0.,   30.3448277
     84,           0.,   28.8275871
     85,           0.,   27.3103447
     86,           0.,   25.7931042
     87,           0.,   24.2758617
     88,           0.,   22.7586212
     89,           0.,   21.2413788
     90,           0.,   19.7241383
     91,           0.,   18.2068958
     92,           0.,   16.6896553
     93,           0.,   15.1724138
     94,           0.,   13.6551723
     95,           0.,   12.1379309
     96,           0.,   10.6206894
     97,           0.,   9.10344791
     98,           0.,   7.58620691
     99,           0.,   6.06896544
    100,           0.,   4.55172396
    101,           0.,   3.03448272
    102,           0.,   1.51724136
    103,   1.57500005,           0.
    104,    3.1500001,           0.
    105,    4.7249999,           0.
    106,   6.30000019,           0.
    107,        7.875,           0.
    108,   9.44999981,           0.
    109,   11.0249996,           0.
    110,   5.04500008,    2.4000001
    111,    5.6280756,   4.24609327
    112,   6.46192455,   4.24609327
    113,   7.04500008,    2.4000001
    114,   5.05000019,   22.3999996
    115,   5.62622976,   24.2715168
    116,   6.47377014,   24.2715168
    117,   7.05000019,   22.3999996
    118,   5.05000019,   42.4000015
    119,   5.63305187,   44.2461815
    120,   6.46694803,   44.2461815
    121,   7.05000019,   42.4000015
    122,   14.1217823,           0.
    123,   15.6435642,           0.
    124,   17.1653461,           0.
    125,   18.6871281,           0.
    126,     20.20891,           0.
    127,   21.7306919,           0.
    128,   23.2524738,           0.
    129,   24.7742558,           0.
    130,   26.2960377,           0.
    131,   27.8178196,           0.
    132,   29.3396015,           0.
    133,   30.8613834,           0.
    134,   32.3831673,           0.
    135,   33.9049492,           0.
    136,   35.4267311,           0.
    137,   36.0467148,   1.20370376
    138,   35.1449203,   2.40740752
    139,   34.2431221,   3.61111116
